x,payoff,value,delta,gamma
0.20739281431444678,0.0,0.029388044714624025,0.2240496773360121,0.6278368445388054
0.20994408870017317,0.0,0.029961700166882772,0.22564733418187455,0.624629258249108
0.21249337759797374,0.0,0.03053897005960359,0.22723564470737045,0.621478955191229
0.21504068350065036,0.0,0.03111982503175299,0.2288147667846312,0.6183842299675746
0.21758600889976645,0.0,0.03170423618480462,0.23038485366836614,0.6153434486734213
0.22012935380762969,0.0,0.03229217449511974,0.23194605269012047,0.6123550427191446
0.22267069104441994,0.0,0.03288360501192966,0.23349849036819137,0.6094175363007466
0.22521005571755956,0.0,0.03347850766736454,0.2350423272757487,0.6065294537183306
0.2277474503132781,0.0,0.03407685529242291,0.236577700035963,0.603689411042069
0.23028287731655708,0.0,0.03467862112121758,0.23810474150064387,0.6008960733310929
0.23281633921112876,0.0,0.03528377878045683,0.23962358091481395,0.5981481613643638
0.23534783178810795,0.0,0.035892300665797953,0.24113434007260626,0.5954444469165452
0.23787733915528247,0.0,0.036504156670890346,0.24263713055157687,0.5927837606032043
0.24040488932781648,0.0,0.03711932766273442,0.24413208682456577,0.5901649393902773
0.24293048478406157,0.0,0.03773778874365338,0.24561932501400996,0.5875868862592668
0.2454541280011105,0.0,0.03835951536153354,0.24709895824831207,0.585048540667934
0.24797582145479555,0.0,0.03898448330142549,0.24857109678138567,0.5825488845008877
0.2504955676196868,0.0,0.039612668677442446,0.2500358481047753,0.5800869329883582
0.25301334654149743,0.0,0.04024404228452995,0.2514933040654235,0.577661755060646
0.25552917711375617,0.0,0.04087858492789161,0.2529435764891641,0.5752724219849483
0.258043068281063,0.0,0.041516275284325825,0.25438676887203115,0.5729180469897415
0.2605550225125545,0.0,0.04215709071117748,0.2558229785463677,0.5705977758423231
0.2630650422760958,0.0,0.04280100885832052,0.25725230051985726,0.568310784222156
0.2655731300382791,0.0,0.04344800766157953,0.25867482755634974,0.5660562771951874
0.26807928826442184,0.0,0.04409806533636725,0.2600906502561511,0.5638334849733369
0.27058350468875897,0.0,0.04475115651967381,0.2614998488423499,0.561641673480537
0.27308578610299783,0.0,0.045407261043932376,0.26290251229205985,0.5594801196744896
0.27558614583452573,0.0,0.04606636075574707,0.2642987312343781,0.5573481204464841
0.2780845863431746,0.0,0.046728434931591394,0.26568858827416975,0.5552450016399106
0.28058111008749304,0.0,0.047393463098624924,0.267072164173042,0.5531701101404423
0.2830757195247442,0.0,0.048061425029451196,0.2684495379112235,0.5511228142147928
0.2855684171109045,0.0,0.04873230073703662,0.26982078674319077,0.549102502257476
0.28805920530066165,0.0,0.04940607046978364,0.2711859862528563,0.5471085819042187
0.2905480809602226,0.0,0.05008271318398583,0.27254520735863075,0.5451404809262286
0.29303503633121,0.0,0.05076220676539708,0.2738985169286643,0.543197648533905
0.2955200901240822,0.0,0.051444536552274586,0.2752459947156325,0.5412795338625571
0.2980032447879839,0.0,0.052129683690504344,0.2765877101058152,0.5393856132479513
0.3004845027707624,0.0,0.0528176295388638,0.27792373104495205,0.5375153768836682
0.30296386651896623,0.0,0.05350835566490375,0.27925412408560213,0.5356683309835191
0.3054413384778434,0.0,0.054201843840947575,0.28057895442764824,0.5338439961538057
0.3079169210913399,0.0,0.054898076040203546,0.2818982859572614,0.5320419068620126
0.31039061680209795,0.0,0.055597034432985915,0.28321218128447967,0.5302616109839846
0.3128624280514543,0.0,0.05629870138304086,0.2845207017796465,0.5285026700104538
0.31533235610098226,0.0,0.057003059107141735,0.2858239069909754,0.5267646567075204
0.31780038899914853,0.0,0.057710086208921985,0.28712184835726084,0.5250471643527561
0.3202665452102067,0.0,0.05841977017339854,0.28841459219530385,0.5233497800841533
0.32273082716988055,0.0,0.0591320941051927,0.2897021952523051,0.5216721123119967
0.32519323731258015,0.0,0.059847041285414015,0.29098471319308317,0.5200137784219976
0.3276537780714002,0.0,0.060564595168541895,0.29226220063376473,0.5183744070643144
0.3301124518781188,0.0,0.06128473937938873,0.293534711169821,0.5167536368660279
0.3325692611631951,0.0,0.06200745771014164,0.2948022974031961,0.5151511160882762
0.33502420835576835,0.0,0.06273273411748055,0.29606501096845506,0.5135665022944025
0.3374772958836566,0.0,0.06346055271976986,0.29732290255808635,0.5119994620345452
0.3399285261733541,0.0,0.06419089779432073,0.29857602194691246,0.5104496705468691
0.3423779016500309,0.0,0.06492375377472284,0.2998244180157439,0.5089168114621643
0.34482542473753025,0.0,0.065659105248242,0.30106813877416627,0.5074005765282692
0.3472710978583679,0.0,0.06639693695328247,0.3023072313826738,0.5059006656710494
0.3497149234337299,0.0,0.0671372337769113,0.3035417421755877,0.5044167859135342
0.3521568974255332,0.0,0.06787997878424239,0.3047717134297834,0.5029486548254312
0.3545970252865657,0.0,0.06862515805721726,0.305997191431155,0.5014959924780555
0.35703531331005023,0.0,0.06937275809296675,0.30721822210407623,0.5000585257765877
0.3594717639114597,0.0,0.07012276435129455,0.30843484866886683,0.49863598977292156
0.3619063795049296,0.0,0.07087516242914038,0.3096471136142007,0.4972281259456608
0.3643391625032568,0.0,0.07162993805843902,0.31085505871561914,0.49583468221189264
0.36677011531789755,0.0,0.07238707710402877,0.3120587250525677,0.4944554125541458
0.36919924035896623,0.0,0.07314656556160841,0.3132581530249645,0.49309007682693107
0.3716265400352336,0.0,0.07390838955574096,0.31445338236917486,0.49173844057443716
0.37405201675412597,0.0,0.07467253533790288,0.31564445217357573,0.49040027486594795
0.3764756729217227,0.0,0.07543898928457704,0.3168314008936157,0.4890753561201109
0.37889751094275553,0.0,0.07620773789538893,0.3180142663664167,0.48776346594574704
0.3813175332206068,0.0,0.07697876779128385,0.31919308582495454,0.48646439099564986
0.3837357421573078,0.0,0.07775206571274472,0.320367895911847,0.48517792281069205
0.3861521401535378,0.0,0.078527618518049,0.3215387326926802,0.48390385767038424
0.38856672960862193,0.0,0.07930541318156321,0.32270563166897404,0.482641996465361
0.3909795129205301,0.0,0.0800854367920749,0.32386862779079806,0.48139214455923707
0.3933904924858756,0.0,0.08086767655116,0.32502775546897666,0.48015411165766864
0.3957996706999134,0.0,0.08165211977158533,0.32618304858698366,0.47892771168908155
0.3982070499565389,0.0,0.08243875387574473,0.327334540512485,0.477712762677001
0.4006126326482861,0.0,0.08322756639412822,0.32848226410853343,0.47650908663005964
0.403016421166327,0.0,0.08401854496382326,0.3296262517445001,0.47531650943032844
0.40541841790046906,0.0,0.08481167732704682,0.3307665353066511,0.4741348607229128
0.4078186252391547,0.0,0.08560695132970816,0.3319031462084716,0.472963973808163
0.4102170455694592,0.0,0.08640435492000062,0.3330361154006489,0.47180368554965924
0.4126136812770899,0.0,0.08720387614702245,0.33416547338088165,0.47065383627123936
0.4150085347463842,0.0,0.08800550315942518,0.33529125020329786,0.4695142696580916
0.4174016083603086,0.0,0.08880922420408946,0.3364134754877206,0.4683848326780833
0.4197929045004567,0.0,0.08961502762482695,0.337532178428642,0.467265375482512
0.42218242554704855,0.0,0.0904229018611085,0.3386473878039489,0.4661557513251182
0.4245701738789287,0.0,0.09123283544681676,0.33975913198344543,0.4650558164784968
0.4269561518735651,0.0,0.09204481700902363,0.34086743893711713,0.4639654301564491
0.4293403619070477,0.0,0.09285883526679138,0.34197233624322365,0.4628844544365194
0.4317228063540866,0.0,0.09367487902999669,0.34307385109613264,0.4618127541837538
0.43410348758801137,0.0,0.0944929371981778,0.3441720103139936,0.4607501969759795
0.43648240798076904,0.0,0.0953129987594031,0.3452668403461594,0.4596966530398845
0.43885956990292324,0.0,0.09613505278916155,0.3463583672805015,0.45865199517893984
0.44123497572365267,0.0,0.0969590884492739,0.3474466168504371,0.4576160987105453
0.44360862781074933,0.0,0.09778509498682403,0.3485316144418924,0.45658884139631084
0.4459805285306178,0.0,0.09861306173311088,0.3496133850999499,0.4555701033841757
0.4483506802482735,0.0,0.09944297810261889,0.3506919535354882,0.45455976715493307
0.4507190853273415,0.0,0.10027483359200813,0.35176734413152744,0.4535577174530374
0.45308574613005503,0.0,0.10110861777912233,0.35283958094949597,0.4525638412378612
0.45545066501725434,0.0,0.10194432032201536,0.3539086877352986,0.45157802762298616
0.45781384434838507,0.0,0.10278193095799489,0.3549746879252531,0.45060016787641644
0.46017528648149725,0.0,0.1036214395026836,0.35603760465211565,0.449630155537335
0.4625349924097454,0.0,0.10446283536219453,0.35709746013977295,0.4486678860453708
0.464892956686188,0.0,0.10530610570731433,0.35815427343915474,0.44771325924826044
0.4672491903957907,0.0,0.10615124369046698,0.3592080707303289,0.44676617135593233
0.46960369589139944,0.0,0.10699823943034026,0.3602588739884247,0.445826523634409
0.4719564755244586,0.0,0.10784708311949442,0.36130670491032646,0.44489421860738787
0.4743075316450086,0.0,0.10869776502351747,0.3623515849210399,0.4439691608717169
0.4766568666016859,0.0,0.10955027548019593,0.36339353517863415,0.4430512567674185
0.47900448274172025,0.0,0.11040460489869894,0.3644325765790164,0.4421404143154746
0.4813503824109347,0.0,0.11126074375877701,0.365468729760547,0.44123654319753314
0.48369456795374327,0.0,0.11211868260997368,0.3665020151086864,0.4403395547145834
0.48603704171315043,0.0,0.112978412070851,0.3675324527603827,0.43944936174514737
0.4883778060307493,0.0,0.11383992282822768,0.3685600626084913,0.4385658787080615
0.49071686324672054,0.0,0.11470320563642987,0.3695848643059563,0.43768902153004774
0.49305421569983154,0.0,0.11556825131655483,0.37060687727004904,0.4368187077672445
0.4953898657274341,0.0,0.1164350507557459,0.3716261206870861,0.43595485647183807
0.49772381073702454,0.0,0.11730359306993186,0.37264261137167765,0.43509738904106143
0.5000560459400962,0.0,0.11817386659966762,0.3736563649750906,0.4342462292352991
0.5023865852924377,0.0,0.11904586674413872,0.3746674050782701,0.43340129660863624
0.5047154311261246,0.0,0.11991958464665059,0.37567574998178443,0.4325625156626387
0.5070425857718123,0.0,0.12079501151311284,0.3766814177719233,0.43172981161508517
0.5093680515587332,0.0,0.12167213861138139,0.3776844263258923,0.4309031113065771
0.5116918308146969,0.0,0.12255095727061223,0.37868479331535454,0.4300823428058749
0.5140139258660881,0.0,0.1234314588806246,0.37968253620976,0.42926743538238554
0.5163343390378655,0.0,0.1243136348912745,0.3806776722797345,0.4284583194965137
0.518653072653561,0.0,0.1251974768118379,0.3816702186003411,0.4276549271900336
0.5209701290352778,0.0,0.12608297621040346,0.3826601920562531,0.4268571909401828
0.5232854954224363,0.0,0.12697011892738316,0.38364760291412736,0.4260650487074855
0.5255991826477324,0.0,0.1278588998767005,0.38463247133458367,0.42527843294224965
0.5279111991722643,0.0,0.1287493131490345,0.385614816265722,0.42449727829368555
0.5302215473128084,0.0,0.1296413505409057,0.3865946538529279,0.42372152153673426
0.5325302293847072,0.0,0.13053500390475448,0.3875720000633578,0.4229511005352862
0.5348372477018678,0.0,0.1314302651483873,0.38854687068960203,0.4221859543239077
0.5371426045767611,0.0,0.13232712623443119,0.3895192813524062,0.42142602290765296
0.5394463023204201,0.0,0.13322557917979622,0.390489247503389,0.42067124792019683
0.541748343242439,0.0,0.13412561605514592,0.3914567844307726,0.41992157059297597
0.5440487048793178,0.0,0.13502721926342898,0.39242189686908446,0.419176940400817
0.5463474136503987,0.0,0.13593039039525878,0.39338460991970337,0.4184372944920227
0.5486444720989506,0.0,0.1368351217715917,0.3943449384871478,0.4177025780463879
0.5509398825292009,0.0,0.13774140567209298,0.3953028972167658,0.41697273586615324
0.5532336472439328,0.0,0.13864923442765395,0.3962585005998456,0.4162477142333785
0.5555257685444838,0.0,0.1395586004199072,0.3972117629759353,0.41552746055860723
0.5578162487307445,0.0,0.1404694960807483,0.3981626985365416,0.4148119229262761
0.560105079088096,0.0,0.14138190949642418,0.3991113167648521,0.41410105246328044
0.5623922555941232,0.0,0.1422958306385546,0.40005762896658226,0.41339480026314845
0.5646777974585135,0.0,0.14321125882061653,0.401001655912971,0.4126931124813069
0.5669617069757614,0.0,0.1441281866700844,0.4019434112212963,0.41199594029430386
0.5692439864389088,0.0,0.1450466068624107,0.4028829083682801,0.41130323502450494
0.5715246381395445,0.0,0.14596651212058692,0.40382016069409943,0.41061494957716604
0.5738036643678027,0.0,0.1468878952147104,0.40475518140635813,0.40993103703021916
0.5760810500065944,0.0,0.14781074190024185,0.4056879764543453,0.4092514552440747
0.578356800912497,0.0,0.14873504644298882,0.4066185602706156,0.4085761578381266
0.5806309327920692,0.0,0.14966080718301153,0.40754695117132655,0.4079050971086957
0.5829034479300196,0.0,0.15058801707383088,0.4084731618453432,0.4072382288364338
0.5851743486095969,0.0,0.1515166691140007,0.4093972048549901,0.4065755094567436
0.5874436371125893,0.0,0.15244675634670876,0.41031909264037125,0.40591689642894835
0.5897113055995931,0.0,0.1533782676977546,0.4112388334192545,0.4052623493921459
0.5919773428816791,0.0,0.15431119071971947,0.4121564339562056,0.4046118298997925
0.594241774410464,0.0,0.155245528095258,0.41307191573648794,0.40396529157901284
0.5965046024622858,0.0,0.15618127304145615,0.41398529072627355,0.40332269429947587
0.5987658293120164,0.0,0.15711841881812197,0.4148965707743315,0.4026839980411694
0.6010254572330607,0.0,0.15805695872741699,0.41580576761806043,0.4020491635235999
0.6032834710729369,0.0,0.15899687885250885,0.4167128858869802,0.4014181556057821
0.6055398717919139,0.0,0.15993817198470697,0.417617936598738,0.40079093632472507
0.607794679982622,0.0,0.1608808391692537,0.4185209385257167,0.40016746413118653
0.6100478979129924,0.0,0.1618248738734148,0.41942190296836657,0.39954770191974376
0.6122995278494837,0.0,0.16277026960504234,0.4203208411196684,0.3989316134482692
0.6145495710019703,0.0,0.1637170194678019,0.4212177636516685,0.39831916197329065
0.6167979935557557,0.0,0.16466510181779012,0.4221126671995563,0.3977103199848102
0.6190448344971323,0.0,0.165614525717699,0.423005577294866,0.3971050440172377
0.6212900960870656,0.0,0.1665652848336649,0.42389650472612317,0.3965033002017151
0.6235337805850445,0.0,0.1675173728707529,0.4247854601793861,0.39590505428019185
0.6257758902490795,0.0,0.1684707835726366,0.4256724542467225,0.3953102718640622
0.6280163924509734,0.0,0.16942549584093153,0.4265574836480823,0.39471892721510926
0.6302553185993747,0.0,0.17038151586460096,0.4274405703289901,0.3941309810305569
0.6324926762722526,0.0,0.17133883976687084,0.42832172670146207,0.3935464004951399
0.634728467722102,0.0,0.17229746144206018,0.4292009629780793,0.39296515386745057
0.6369626951999341,0.0,0.17325737482155787,0.4300782892836281,0.3923872086636351
0.6391953204914417,0.0,0.17421855643547746,0.43095369979108966,0.39181254238235397
0.6414263841472423,0.0,0.17518101672252415,0.431827219493357,0.3912411160341662
0.6436558901703509,0.0,0.17614475047812184,0.4326988589379752,0.39067290004020094
0.6458838408062442,0.0,0.17710975177836064,0.43356862789444506,0.39010786409400566
0.6481102265832308,0.0,0.1780760096452314,0.43443653148368355,0.3895459804063819
0.6503350289532694,0.0,0.17904350914516973,0.4353025712323557,0.38898722414421627
0.6525582822603178,0.0,0.18001225837833143,0.43616676917749686,0.3884315600299999
0.6547799887443041,0.0,0.18098225156100803,0.4370291347553916,0.38787896081966267
0.6570001506436657,0.0,0.18195348294401753,0.43788967732130857,0.3873293972915235
0.6592187351475005,0.0,0.182925931435243,0.4387483925889626,0.38678284873327584
0.6614357683721945,0.0,0.1838996017618475,0.4396052990277681,0.38623928287994147
0.6636512633172763,0.0,0.18487449298998848,0.44046040992447644,0.38569867165178096
0.6658652222156167,0.0,0.18585059950534732,0.44131373431946486,0.3851609880411928
0.6680776269002134,0.0,0.18682790670737187,0.44216527332891786,0.38462620910009093
0.6702884725990778,0.0,0.18780640589400507,0.4430150331778151,0.384094310212177
0.6724977885410225,0.0,0.18878610346474906,0.4438630330768589,0.38356526091402543
0.6747055769533381,0.0,0.1897669939360993,0.44470928176791347,0.383039036512983
0.6769118280940138,0.0,0.19074906652448648,0.44555378334115403,0.3825156130900069
0.6791165187461867,0.0,0.1917323044235324,0.4463965366867271,0.38199497090167256
0.6813196881433228,0.0,0.19271671870397009,0.44723756450235896,0.3814770786440249
0.6835213385071184,0.0,0.19370230400924077,0.4480768752456967,0.3809619133218263
0.685721462323058,0.0,0.19468905064402456,0.44891447360023307,0.3804494514838126
0.6879200303300916,0.0,0.195676939131675,0.4497503559321885,0.37993967566916353
0.6901170855631091,0.0,0.19666598249756276,0.45058454603758236,0.3794325551628077
0.6923126302381993,0.0,0.19765617550837633,0.4514170521031673,0.37892806809126967
0.6945066528922923,0.0,0.1986475067755011,0.4522478770712297,0.3784261928541355
0.6966991305779543,0.0,0.19963995969250664,0.4530770195000642,0.3779269117865738
0.6988901039497075,0.0,0.20063354646967965,0.4539045019414658,0.3774301961359612
0.7010795752180199,0.0,0.20162826199341674,0.45473033232392623,0.37693602460925035
0.7032675228167011,0.0,0.2026240903487578,0.4555545095582616,0.37644437874276093
0.7054539424267794,0.0,0.20362102344375876,0.45637703901952875,0.37595523836732525
0.707638866162093,0.0,0.20461906985208494,0.45719793971749567,0.3754685779451137
0.709822296227476,0.0,0.20561822457645257,0.4580172193341028,0.3749843762751084
0.7120041948205672,0.0,0.20661846429226402,0.4588348705013914,0.3745026192708849
0.7141845885226791,0.0,0.20761979516755044,0.45965090994784674,0.3740232821196088
0.7163634947681567,0.0,0.20862221926727692,0.4604653508867358,0.3735463434454829
0.7185409101987268,0.0,0.20962572914369632,0.46127819869005293,0.3730717829729855
0.7207167913367427,0.0,0.2106302988208833,0.46208944372568084,0.37259958899670664
0.7228911912201457,0.0,0.21163594688044343,0.46289911230835656,0.3721297335159903
0.7250641120439835,0.0,0.21264266852079927,0.4637072117151959,0.37166219800884903
0.7272355235575412,0.0,0.21365044389689852,0.4645137371176631,0.3711969678817013
0.7294054345059333,0.0,0.21465927123256437,0.4653186981460564,0.3707340232392653
0.73157387258134,0.0,0.2156691576322924,0.4661221113856584,0.37027334237056664
0.7337408340544699,0.0,0.21668009563864804,0.4669239817059818,0.3698149068939216
0.7359062734640945,0.0,0.21769205828350155,0.4677242985108023,0.36935870655152314
0.7380702461759926,0.0,0.2187050657134503,0.4685230884348002,0.36890471487051
0.7402327543753876,0.0,0.21971911331339194,0.46932035838104014,0.3684529144922095
0.7423937568491363,0.0,0.22073417609271778,0.47011609922179787,0.36800329414086264
0.7445532815515549,0.0,0.2217502615212302,0.47091032727713156,0.36755583237706446
0.7467113479012275,0.0,0.22276737315093764,0.47170305564580417,0.3671105100182075
0.7488679333313462,0.0,0.2237854947769526,0.4724942819504676,0.3666673132376985
0.7510230273473689,0.0,0.22480461585591727,0.4732840082232741,0.366226227230527
0.7531766691590376,0.0,0.22582474939409003,0.47407225465580183,0.3657872302347158
0.7553288514966459,0.0,0.22684588646917067,0.4748590243519004,0.36535030673779545
0.7574795321183573,0.0,0.22786800152048597,0.47564430761241994,0.3649154473226588
0.7596287666727236,0.0,0.22889111551137356,0.47642813044918597,0.364482628081106
0.7617765573309309,0.0,0.22991522407829817,0.47721049927830705,0.36405183288788123
0.7639228443348776,0.0,0.23094029328116486,0.4779913979389008,0.3636230553786959
0.7660676888815753,0.0,0.23196634692155954,0.4787708542608371,0.36319627103208063
0.768211095653538,0.0,0.2329933819086359,0.4795488754392778,0.3627714643801738
0.7703530123825779,0.0,0.23402136782915497,0.48032544797414545,0.3623486279880126
0.7724934841401219,0.0,0.23505032095576106,0.4811005936414787,0.36192774047619025
0.7746325242329295,0.0,0.23608024241212197,0.4818743226296647,0.36150878547236687
0.7767700845622538,0.0,0.23711110374345656,0.48264662288455895,0.36109175543063543
0.7789062007179895,0.0,0.23814291682062197,0.48341751257468246,0.3606766309178653
0.781040891307545,0.0,0.2391756854189967,0.48418700366318745,0.3602633951544192
0.7831741090897074,0.0,0.24020938145476126,0.4849550843421113,0.35985204094984624
0.7853058867997623,0.0,0.2412440155625571,0.48572177158673924,0.35944254979993673
0.787436245030733,0.0,0.24227959258746487,0.4864870779322956,0.359034905010418
0.7895651340956086,0.0,0.2433160832103676,0.4872509906325604,0.3586291002165609
0.7916925904848423,0.0,0.24435350003300182,0.48801352785279306,0.3582251168484021
0.7938186334706105,0.0,0.24539184736927439,0.48877470151289515,0.3578229387558025
0.7959432076253565,0.0,0.24643109304008073,0.48953449675894234,0.35742256084175494
0.7980663597873132,0.0,0.24747125485463398,0.49029293529883233,0.3570239635461263
0.8001881046099292,0.0,0.24851233497625672,0.49105002726493296,0.3566271317173033
0.8023083776389448,0.0,0.24955429672305876,0.49180575454070663,0.3562320620199131
0.8044272426358051,0.0,0.25059716638852936,0.4925601447001213,0.3558387326987571
0.8065446997651066,0.0,0.2516409391013752,0.49331320258991695,0.35544713136540906
0.8086606920108265,0.0,0.25268558175557004,0.4940649127086374,0.3550572538489263
0.8107752868733612,0.0,0.2537311227022173,0.49481530377435945,0.3546690781004571
0.8128884654528493,0.0,0.2547775476937446,0.4955643737662996,0.3542825951039106
0.815000198529782,0.0,0.2558248373196273,0.4963121169975224,0.35389779694338586
0.8171105402573047,0.0,0.2568730135386015,0.4970585572723536,0.35351466386337904
0.819219454011278,0.0,0.25792205329706397,0.49780368622673166,0.35313318968050567
0.8213269448987884,0.0,0.25897195425246644,0.49854751023399757,0.35275336214326103
0.8234330504591102,0.0,0.2600227302857149,0.49929004706547175,0.35237516409124225
0.825537713088969,0.0,0.26107434782983596,0.5000312809104983,0.35199859264147904
0.8276409787348896,0.0,0.26212682501683765,0.5007712324214211,0.35162363009803244
0.829742857488282,0.0,0.26318016214784185,0.5015099095681919,0.3512502637157411
0.8318432902484824,0.0,0.26423432481680936,0.5022472959875159,0.3508784910862204
